rank,result_id,target_id,backend_family,production_quality,pLDDT,iPAE,binder_scRMSD,ipTM,min_ipae,avg_ipsae,interface_contact_density,structure_bin,sequence_bin,binder_chain,target_chains,output_chain_identity,src_pdb,dst_pdb
11,946dc5e08ccd575d,32_PDL1_ALPHA_REPACK,structure_refilter,0.401686,94.98734176158905,0.14695598185062408,0.9964000582695007,,,,,foldseek:00012452e7bf3c2c,seq90:946dc5e08ccd575d,B,A,verified,/work/results/qwen/campaign/worker_outputs/r016_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_019/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank011_structure_refilter_946dc5e08ccd575d.pdb
12,ae573444b77772c3,32_PDL1_ALPHA_REPACK,structure_refilter,0.393429,95.0409296900034,0.14810572564601898,1.018944263458252,,,,,foldseek:00012452e7bf3c2c,seq90:ae573444b77772c3,B,A,verified,/work/results/qwen/campaign/worker_outputs/r055_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_028/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank012_structure_refilter_ae573444b77772c3.pdb
13,d75c99c2a1930d36,32_PDL1_ALPHA_REPACK,complexa_beam,0.366684,92.72971,0.14648207,0.97496694,0.8271394,0.042694107,0.6059041,1.8685411,foldseek:449058032b70e1b2,seq90:449058032b70e1b2,B,A,verified,/work/T-REX/external/Proteina-Complexa/inference/search_binder_local_pipeline_32_PDL1_ALPHA_REPACK_v7_r003_cand_v7r003_hyp_0003_01_002_a2b1ae63664a8/job_0_n_176_id_65_beam_orig0_bm1-s0to100br3-s100to200br3-s200to300br3-s300to400br2/job_0_n_176_id_65_beam_orig0_bm1-s0to100br3-s100to200br3-s200to300br3-s300to400br2.pdb,/work/results/qwen/designs/strict-export/pdbs/rank013_complexa_beam_d75c99c2a1930d36.pdb
14,5a8996d754b79143,32_PDL1_ALPHA_REPACK,structure_refilter,0.358749,94.92080472409725,0.15442799031734467,1.0839637517929077,,,,,foldseek:00012452e7bf3c2c,seq90:5a8996d754b79143,B,A,verified,/work/results/qwen/campaign/worker_outputs/r053_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_027/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank014_structure_refilter_5a8996d754b79143.pdb
15,26abbb4bac26bad1,32_PDL1_ALPHA_REPACK,structure_refilter,0.348342,94.94634047150612,0.15375107526779175,1.1226140260696411,,,,,foldseek:00012452e7bf3c2c,seq90:26abbb4bac26bad1,B,A,verified,/work/results/qwen/campaign/worker_outputs/r045_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_024/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank015_structure_refilter_26abbb4bac26bad1.pdb
16,449058032b70e1b2,32_PDL1_ALPHA_REPACK,complexa_beam,0.338737,92.768407,0.14596863,1.0691435,0.8285693,0.04252368,0.6070931,1.8629363,foldseek:449058032b70e1b2,seq90:449058032b70e1b2,B,A,verified,/work/T-REX/external/Proteina-Complexa/inference/search_binder_local_pipeline_32_PDL1_ALPHA_REPACK_v7_r003_cand_v7r003_hyp_0003_01_002_a2b1ae63664a8/job_0_n_176_id_64_beam_orig0_bm1-s0to100br3-s100to200br3-s200to300br3-s300to400br3/job_0_n_176_id_64_beam_orig0_bm1-s0to100br3-s100to200br3-s200to300br3-s300to400br3.pdb,/work/results/qwen/designs/strict-export/pdbs/rank016_complexa_beam_449058032b70e1b2.pdb
17,00012452e7bf3c2c,32_PDL1_ALPHA_REPACK,structure_refilter,0.337638,94.86835449934006,0.15404704213142395,1.1501599550247192,,,,,foldseek:00012452e7bf3c2c,seq90:00012452e7bf3c2c,B,A,verified,/work/results/qwen/campaign/worker_outputs/r009_structure_refilter_chain_v7r008_proteinmpnn_redesign_to_structure_refilter_003/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank017_structure_refilter_00012452e7bf3c2c.pdb
18,b365f28499eb5425,32_PDL1_ALPHA_REPACK,structure_refilter,0.329823,95.00041380524635,0.14756952226161957,1.2217744588851929,,,,,foldseek:00012452e7bf3c2c,seq90:b365f28499eb5425,B,A,verified,/work/results/qwen/campaign/worker_outputs/r009_structure_refilter_chain_v7r008_proteinmpnn_redesign_to_structure_refilter_001/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank018_structure_refilter_b365f28499eb5425.pdb
19,461258cd16bf40ba,32_PDL1_ALPHA_REPACK,structure_refilter,0.326799,95.27468830347061,0.1430840939283371,1.2747493982315063,,,,,foldseek:00012452e7bf3c2c,seq90:461258cd16bf40ba,B,A,verified,/work/results/qwen/campaign/worker_outputs/r057_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_029/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank019_structure_refilter_461258cd16bf40ba.pdb
20,7599d1dc7f7580e7,32_PDL1_ALPHA_REPACK,structure_refilter,0.32463,95.0645238161087,0.14412884414196014,1.2627601623535156,,,,,foldseek:00012452e7bf3c2c,seq90:7599d1dc7f7580e7,B,A,verified,/work/results/qwen/campaign/worker_outputs/r051_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_026/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank020_structure_refilter_7599d1dc7f7580e7.pdb
21,f11945a29b99712f,32_PDL1_ALPHA_REPACK,structure_refilter,0.307745,94.78027522563934,0.15030740201473236,1.2622690200805664,,,,,foldseek:00012452e7bf3c2c,seq90:f11945a29b99712f,B,A,verified,/work/results/qwen/campaign/worker_outputs/r039_structure_refilter_chain_v7r008_proteinmpnn_redesign_to_structure_refilter_005/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank021_structure_refilter_f11945a29b99712f.pdb
22,84a89a4b46ade295,32_PDL1_ALPHA_REPACK,complexa_beam,0.268878,93.8946,0.16882634,1.2214739,0.7792481,0.053124756,0.5266892,2.393662,foldseek:e6474dea3ebf6a65,seq90:84a89a4b46ade295,B,A,verified,/work/T-REX/external/Proteina-Complexa/inference/search_binder_local_pipeline_32_PDL1_ALPHA_REPACK_v7_r006_cand_v7r006_hyp_0006_00_001_af1b7530d1b98/job_0_n_186_id_65_beam_orig3_bm0-s0to100br1-s100to200br2-s200to300br0-s300to400br0/job_0_n_186_id_65_beam_orig3_bm0-s0to100br1-s100to200br2-s200to300br0-s300to400br0.pdb,/work/results/qwen/designs/strict-export/pdbs/rank022_complexa_beam_84a89a4b46ade295.pdb
23,df133d17416705ca,32_PDL1_ALPHA_REPACK,structure_refilter,0.267466,95.29600292444229,0.14934566617012024,1.4269284009933472,,,,,foldseek:00012452e7bf3c2c,seq90:df133d17416705ca,B,A,verified,/work/results/qwen/campaign/worker_outputs/r043_structure_refilter_chain_v7r008_proteinmpnn_redesign_to_structure_refilter_007/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank023_structure_refilter_df133d17416705ca.pdb
24,d3a85c38414232a9,32_PDL1_ALPHA_REPACK,structure_refilter,0.250088,94.33371722698212,0.1633855104446411,1.3401517868041992,,,,,foldseek:00012452e7bf3c2c,seq90:d3a85c38414232a9,B,A,verified,/work/results/qwen/campaign/worker_outputs/r031_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_021/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank024_structure_refilter_d3a85c38414232a9.pdb
25,a0195c25daedddee,32_PDL1_ALPHA_REPACK,structure_refilter,0.234392,94.85642164945602,0.1585749089717865,1.4502345323562622,,,,,foldseek:00012452e7bf3c2c,seq90:a0195c25daedddee,B,A,verified,/work/results/qwen/campaign/worker_outputs/r035_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_023/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank025_structure_refilter_a0195c25daedddee.pdb
26,039ecdf5498411ee,32_PDL1_ALPHA_REPACK,structure_refilter,0.227864,94.0491646528244,0.1885635107755661,1.24260413646698,,,,,foldseek:00012452e7bf3c2c,seq90:039ecdf5498411ee,B,A,verified,/work/results/qwen/campaign/worker_outputs/r047_structure_refilter_chain_v7r009_proteinmpnn_redesign_to_structure_refilter_025/af2_refilter_prediction.pdb,/work/results/qwen/designs/strict-export/pdbs/rank026_structure_refilter_039ecdf5498411ee.pdb
27,3499a68d84ab0c08,32_PDL1_ALPHA_REPACK,complexa_fk_steering,0.210916,92.68986,0.16292106,1.3687367,0.81312084,0.051934745,0.60661054,2.296369,foldseek:3499a68d84ab0c08,seq90:3499a68d84ab0c08,B,A,verified,/work/T-REX/external/Proteina-Complexa/inference/search_binder_local_pipeline_32_PDL1_ALPHA_REPACK_v7_r004_cand_v7r004_hyp_0004_02_003_ae5b6dc63e53e/job_0_n_198_id_64_fk_orig2_bm0-s0to100br1-s100to200br1-s200to300br2-s300to400br2/job_0_n_198_id_64_fk_orig2_bm0-s0to100br1-s100to200br1-s200to300br2-s300to400br2.pdb,/work/results/qwen/designs/strict-export/pdbs/rank027_complexa_fk_steering_3499a68d84ab0c08.pdb
28,d2acfb4b1726b973,32_PDL1_ALPHA_REPACK,complexa_fk_steering,0.210916,92.68986,0.16292106,1.3687367,0.81312084,0.051934745,0.60661054,2.296369,foldseek:3499a68d84ab0c08,seq90:3499a68d84ab0c08,B,A,verified,/work/T-REX/external/Proteina-Complexa/inference/search_binder_local_pipeline_32_PDL1_ALPHA_REPACK_v7_r004_cand_v7r004_hyp_0004_02_003_ae5b6dc63e53e/job_0_n_198_id_66_fk_orig2_bm0-s0to100br1-s100to200br1-s200to300br2-s300to400br2/job_0_n_198_id_66_fk_orig2_bm0-s0to100br1-s100to200br1-s200to300br2-s300to400br2.pdb,/work/results/qwen/designs/strict-export/pdbs/rank028_complexa_fk_steering_d2acfb4b1726b973.pdb
29,8a5698fd14f186ce,32_PDL1_ALPHA_REPACK,complexa_fk_steering,0.193567,92.69868,0.1623754,1.4276465,0.8150381,0.051086333,0.61287105,2.287699,foldseek:3499a68d84ab0c08,seq90:3499a68d84ab0c08,B,A,verified,/work/T-REX/external/Proteina-Complexa/inference/search_binder_local_pipeline_32_PDL1_ALPHA_REPACK_v7_r004_cand_v7r004_hyp_0004_02_003_ae5b6dc63e53e/job_0_n_198_id_67_fk_orig2_bm0-s0to100br1-s100to200br1-s200to300br2-s300to400br1/job_0_n_198_id_67_fk_orig2_bm0-s0to100br1-s100to200br1-s200to300br2-s300to400br1.pdb,/work/results/qwen/designs/strict-export/pdbs/rank029_complexa_fk_steering_8a5698fd14f186ce.pdb
